maximum,minimum,mean,standard_deviation,rms,skewness,kurtosis,form_factor,crest_factor,fault
4.726468,-6.101012,-0.11039827909076677,0.986012472077156,0.9921601821007753,-0.03644263324398735,1.275207995587035,-8.987098261604652,4.76381544559901,outer race
4.952894,-5.82578,-0.11506293893954835,0.9876793628729603,0.9943456973073518,-0.009241463713464022,1.111454899927291,-8.641754734161276,4.981058411991159,outer race
5.082117,-5.959888,-0.11189587992504711,0.9892398975224402,0.9955348012715757,-0.04102441859340945,1.2138911024809902,-8.896974597620838,5.104911444088865,outer race
4.475712,-5.7271,-0.11466554724707899,0.9918112125671711,0.9984041304751837,0.011986000858557817,1.0890898773549473,-8.707097767770147,4.482866069343898,outer race
5.089144,-6.171905,-0.12097259830183993,0.9795571023144801,0.9869854530558678,-0.005124324049738105,1.0968346459116418,-8.158752204306884,5.1562502610785,outer race
5.258373,-5.256502,-0.10783951950287951,0.9820540686967045,0.987943935843085,-0.031564947034663164,1.071616946262643,-9.161242004761577,5.322541906705105,outer race
5.56443,-5.586138,-0.10962124473066683,0.9852662532385155,0.9913323857635445,-0.012630260080268602,1.174569225473669,-9.043250587048085,5.613082029711116,outer race
5.151977,-5.547584,-0.18909053996767886,0.9698461855875811,0.9880557242157332,0.043061212374282454,1.443154157718638,-5.225304895658033,5.214257529947887,outer race
5.229983,-5.643458,-0.18937826692048715,0.9710168711252765,0.9892597747596095,0.13346767425779552,1.8574974582075061,-5.223723877328346,5.286764036545293,outer race
5.501142,-5.783375,-0.18875605338898196,0.9649261548640211,0.9831630739394149,0.11315839557850829,1.7165536102180932,-5.208643941677178,5.595350502696966,outer race
5.515453,-5.54255,-0.19671193667265977,0.9856841373870266,1.0050684951047997,0.10500737293469993,1.3557016227224814,-5.1093416703903065,5.4876389289517,outer race
5.556025,-5.499972,-0.18634705831825998,0.9679533804476214,0.9856757233782399,0.15559348170079748,1.4452009742872747,-5.289462212463884,5.636767618621717,outer race
5.26487,-5.25382,-0.1856108376248498,0.9747324769663279,0.9921950438142728,0.11417014234706159,1.572984469245931,-5.345566328511825,5.306285324466428,outer race
4.734171,-5.570411,-0.1813284260853326,0.9762975144457996,0.9929414492134141,0.048686925364983945,1.2399793844102902,-5.4759282405403935,4.767824934441305,outer race
5.312396,-5.353546,-0.1789871450358099,0.9744505217809973,0.9907000039320961,0.08292203734680616,1.4403854143884312,-5.535034394419148,5.3622650438226085,outer race
0.2789722,-0.8305298,-0.27395448499999997,0.5251398256206179,0.53092366418465,-0.0038140545219309727,-2.303532663942697,-1.9379995336986362,0.5254469122758413,outer race
5.860458,-5.746666,-0.19134015918252323,0.9643945421110077,0.9831410373530717,0.007993754525611107,2.1866239482706042,-5.1381844854390115,5.960953492266193,outer race
5.478843,-6.006983,-0.18170029935048607,0.9795943834349874,0.9962506397681065,0.10818973217990464,2.423709756540811,-5.4829333981801245,5.49946246586631,outer race
5.931598,-5.098779,-0.18302840290505737,0.9739500600416294,0.9909462662217834,0.1340016644388039,2.2259055283494016,-5.414166601977173,5.985791765092993,outer race
5.965746,-5.439699,-0.19133941580091754,0.9671322612082257,0.9858262600790837,0.059188512227994865,1.930419268378662,-5.152238267021803,6.051518651492834,outer race
5.499345,-5.449691,-0.19052746254854178,0.9681963011962244,0.9867129263642953,0.0352994325139239,2.119304485644135,-5.1788488292752275,5.573399165107965,outer race
5.940852,-5.723765,-0.18986253303556527,0.9734432483634687,0.9917338523286751,0.033247044683503264,2.4158086637757075,-5.223431060739626,5.9903692770498616,outer race
5.457456,-5.474659,-0.1935673903023943,0.9711474352418157,0.9901982921782594,0.007599476760553138,1.9807721952111335,-5.115522251094849,5.5114778960025985,outer race
5.327482,-5.114432,-0.18308059146980118,0.972536718772769,0.9895670061421149,0.08152870813239368,2.0827141774099998,-5.405089628549415,5.383649583032787,outer race
0.512819,-0.8157013,-0.12699264999999998,0.686623459646661,0.6080427325911272,-0.019995600993636092,-2.3986632769149097,-4.788015153563039,0.8433930257083436,outer race
4.161866,-4.259008,-0.18352541399900602,0.813777916643011,0.8341724877818691,-0.015454850409241603,1.416472824962411,-4.545269614737864,4.989215133511214,outer race
4.914611,-3.932092,-0.18095335791030037,0.8157161461783858,0.8355024045826721,-0.08715537127035553,1.5551042899150724,-4.617225202291275,5.882222448485729,outer race
3.924549,-3.7455,-0.18025922746421627,0.8220039101742229,0.8414927283168839,0.025976499379019295,1.1521588173992487,-4.6682366287403,4.663794312102621,outer race
4.244807,-4.41427,-0.18060371769126599,0.840833045749079,0.8599655156369616,0.004470713699257869,1.422903124125651,-4.761615799664956,4.9360200180305425,outer race
4.770547,-4.230286,-0.18613843592772367,0.8125220642903266,0.8335271498586481,-0.021390086074363546,1.605063299810232,-4.477995883570769,5.723325269979512,outer race
4.398703,-3.91415,-0.18734167480176953,0.8306815004155272,0.8515006084146387,-0.05682507976801828,1.6016658016731116,-4.545174528388469,5.165824846783961,outer race
4.238137,-4.097654,-0.1897269995199574,0.8227940399418333,0.84434141136006,-0.051470561253119405,1.3701507495984613,-4.450296549760403,5.0194588859182385,outer race
4.234027,-3.931489,-0.18549271375137083,0.8341855960514463,0.8545157378091562,-0.052336290958831314,1.2255489918477505,-4.606734790426997,4.954884752450995,outer race
0.4456171,-1.811326,-0.599737975,0.952157713527874,1.0196268298892848,-0.17343017646304204,-1.9762906192927012,-1.7001205066083813,0.43703940200199215,outer race
4.068933,-4.411513,-0.17992488686017802,0.8307069048634917,0.8499244378000179,-0.059459882512947045,1.099709624331802,-4.723773640388644,4.787405584586092,outer race
3.62142,-4.288123,-0.1777646809262698,0.8283051104157474,0.8471214176456778,-0.02382647582226789,0.997663074052678,-4.765409040938973,4.274971597418302,outer race
4.301118,-4.210474,-0.18020655741831787,0.8404751097890136,0.859532229566306,-0.028666617776860904,1.1470028671291201,-4.769705619374621,5.004021783069396,outer race
4.552944,-3.820294,-0.17508716218349535,0.8301244759251459,0.8483436148292183,-0.017081413506198708,0.9914881700403768,-4.8452645199659745,5.366863049846332,outer race
3.340602,-4.039497,-0.18892358629808845,0.8366173848191926,0.8576388032760891,-0.07316923585223652,0.8783869697226043,-4.539606833012818,3.895115271416423,outer race
3.851182,-4.733507,-0.17961705480763737,0.8236875706879433,0.8430002326294642,-0.015728296068242224,0.7987109185417989,-4.693319537681338,4.568423413108078,outer race
4.120408,-3.77475,-0.17434828844096778,0.8350669616886629,0.8530287135458844,0.012910113179981126,1.0930588981695504,-4.892670419501764,4.830327437481228,outer race
3.651151,-4.17192,-0.18336428871963953,0.8369980311783737,0.8568031534909297,-0.032468242237459165,1.0920520392663242,-4.672682775221108,4.261365034808607,outer race
-0.01125979,-1.722293,-0.7785963775,0.8884924126864098,1.0946581176820052,-0.05567706744219128,-2.37336978732519,-1.405937850875764,-0.010286124789211069,outer race
8.493293,-6.399968,-0.18021340416668488,0.9506666568686043,0.9675459912106099,0.20002244946240239,8.028992611995514,-5.36889026476464,8.77818013526473,outer race
10.82677,-7.089461,-0.17532099169303766,0.9964500051845523,1.0117023313140672,0.2621082824875131,10.759426701266412,-5.770571575852225,10.70153706766442,outer race
10.07892,-7.032301,-0.17089092164107045,0.9468157989419218,0.9620633783415998,0.28384732749984476,9.455031776089902,-5.6296927250603925,10.476357615206176,outer race
11.08663,-6.636584,-0.16940922931721028,0.9312425059049528,0.9464762893019217,0.28420933541886134,8.556032057100152,-5.586922820655139,11.713584508468774,outer race
10.12511,-6.962651,-0.16140266139007534,0.9945551110401022,1.0075130988340237,0.48240752542339993,9.957010208222803,-6.24223349328226,10.049606314516012,outer race
9.834808,-6.675643,-0.17855166860969415,0.9714968036902926,0.9877163793706502,0.3344328815728833,8.90005499977235,-5.531823852790496,9.95711745335894,outer race
9.546324,-8.15454,-0.17066225484580558,0.97720284230705,0.9919408721334833,0.256399094612086,9.242897599362543,-5.812303798691211,9.623884112636276,outer race
10.81047,-6.478689,-0.18586254617505188,0.9978288862655987,1.0149377400579986,0.5575231591514589,10.485074092878653,-5.460689961182898,10.651362712536669,outer race
0.09840936,-0.9873055,-0.501343885,0.44811988049776247,0.6339986289416483,0.2794401255549103,-1.8519549693035162,-1.2645983084876924,0.15522014639728404,outer race
5.389294,-5.049704,-0.16184800599615726,0.930809544866059,0.9447256471315736,0.17095168680298223,2.428399158175882,-5.837116381613031,5.704612779766551,outer race
5.688004,-6.297978,-0.17074464798775754,0.9278106157050316,0.9433410013109461,0.013608286914181823,2.7049338603772286,-5.52486424862104,6.029637206583272,outer race
8.035419,-6.883783,-0.1613335835959039,0.9485046247596621,0.9620765450195108,0.20302119934833351,4.156729271555476,-5.963275119638122,8.352161833273923,outer race
7.449984,-7.796158,-0.1719070587279738,0.9180541933854903,0.9339611754681797,0.13847994661052476,4.266335505002126,-5.432942558490763,7.97675984364708,outer race
6.05009,-7.024684,-0.15559041524759148,0.9428293281242528,0.9555304400381719,0.1311428607818206,3.532557029884769,-6.141319428434159,6.331655954108912,outer race
7.898124,-7.232455,-0.16687927349756965,0.9461313770309396,0.9606849097189639,0.06987722709580244,4.674316671927694,-5.756765891798749,8.221346999517767,outer race
5.530835,-6.700734,-0.15991293710273072,0.9636134240372964,0.9767402689028214,0.14781751770250992,3.042272045468633,-6.107950279690925,5.662544256737589,outer race
6.814353,-6.670634,-0.1649702609014888,0.9186329786217754,0.9332789286839934,0.11430982276704031,3.2523859808448687,-5.657255577969271,7.301518110570487,outer race
0.1654513,-1.687948,-0.639307175,0.8381473195442608,0.9672548066310669,-0.21545505815502114,-2.1321161386717655,-1.5129734882626131,0.17105244540088071,outer race
12.91715,-12.07187,-0.16746380337692518,1.5593570460057833,1.568238795428174,0.07545917165459876,12.293524920819916,-9.364643366533388,8.236723920908517,outer race
12.95201,-15.12657,-0.1552748165827668,1.5136386985956225,1.5214999578147463,0.2537710348394714,15.983147288040342,-9.79875546659387,8.512658796653744,outer race
13.73931,-13.87909,-0.1594055807858045,1.519417377761214,1.5276737660994013,0.47769522531970376,12.36600790841215,-9.583565133470188,8.99361519775291,outer race
12.18776,-14.33363,-0.1591143392567821,1.413946012069669,1.4227938433934797,0.37865294341086625,13.236307029135862,-8.941958657147454,8.566075863057712,outer race
16.21883,-19.4333,-0.157817433521988,1.5180064461530018,1.5261055696120558,0.1713688776393387,15.359161590131812,-9.670069621297133,10.627593741187193,outer race
13.07865,-16.26526,-0.15060875319382305,1.4624574453641574,1.4701126341398927,0.3826338368983866,15.338119543463137,-9.76113673982786,8.896359160705957,outer race
14.43983,-18.11626,-0.16099323430202075,1.455800665564439,1.4645964981146133,0.07589073658665382,16.15785643477557,-9.097254952758162,9.859254763061708,outer race
13.99708,-16.03089,-0.15215072093930748,1.5307122708700553,1.5381722802099662,0.3412515023482533,16.499936058982737,-10.109530015461043,9.099812927385056,outer race
1.181232,-2.692087,-0.8264564,2.152015659888741,2.038727233203535,0.006036100133731714,-2.4305204763526893,-2.466829748312839,0.5793967828368498,outer race
25.51719,-30.15747,-0.23299433372663791,1.8305749519505132,1.8452438820537644,-0.502699672228768,37.63016152814501,-7.919694236936717,13.828627341985417,inner race
13.8738,-17.86468,-0.22715273976946254,1.5196525959262097,1.5364537513402543,-0.17293868265452353,15.14908029031466,-6.763967508820726,9.029754385966926,inner race
20.38536,-23.72168,-0.21613671968150738,1.7305333656232045,1.7438846565258956,0.19182669912304992,30.302511348005304,-8.068433069103815,11.68962633148627,inner race
31.87282,-30.70944,-0.23462738641744402,1.8963453339897216,1.9107021828780346,0.050375780762576684,44.68403201859672,-8.14355993156977,16.68120771809184,inner race
39.22412,-45.97387,-0.22713740519884218,1.8909305775602463,1.9044209843003364,-0.6591757703905318,92.07617941290991,-8.384444572804533,20.596349401395887,inner race
21.46522,-24.23158,-0.22880311125213867,1.7431658237469625,1.7580233342526745,-0.2185127229548701,31.37479194306774,-7.683563936835417,12.20986068943433,inner race
32.89919,-27.85515,-0.23048345942564832,1.7104943141770832,1.725860318791682,0.25204998215241775,48.89018240406057,-7.48800075759201,19.06248706328305,inner race
17.60979,-18.40729,-0.23587890799731512,1.602195247434963,1.6193789160289322,0.03535136691285398,18.150446439976527,-6.865297663864735,10.874409828172285,inner race
-0.005353017,-1.036233,-0.44881345425,0.42919506988034195,0.5827433592268646,-0.3624494263436784,-1.837314677752856,-1.2984088460553644,-0.009185891036325042,inner race
18.99562,-17.24164,-0.22629823515993444,1.8278361915952364,1.8416924550456037,0.20698128285156986,20.614073046149052,-8.138342103039392,10.314219373575938,inner race
19.3459,-18.41066,-0.23015010050362422,1.7508412043458963,1.7658083568909573,0.6979262182925359,22.517571598875566,-7.672420533499401,10.955832168595096,inner race
21.19466,-20.30498,-0.21673984455268488,1.703924197087794,1.7175612641434124,0.6600859178708495,27.179794868730923,-7.924529371552214,12.339973218114155,inner race
18.46916,-19.01389,-0.22247612414465648,1.766516616604265,1.780375163193717,0.17824024416267858,22.692597734321787,-8.002544857515124,10.37374615295643,inner race
22.01659,-16.67724,-0.23293147688278099,1.825143406404459,1.8398482724820975,0.6374855244513411,23.312640024500645,-7.898667441189031,11.966524810384456,inner race
19.37918,-16.61746,-0.22843830470874274,1.702467472366968,1.7176329532212924,0.7684592340574815,26.801614096468636,-7.51902337662356,11.282491968761892,inner race
24.39562,-20.65718,-0.22517131771534135,1.7504515047627665,1.7647798456339123,0.7703913151208673,28.448353392434694,-7.837498414717828,13.823605284452377,inner race
26.94283,-17.16327,-0.22123859502879303,1.8180185811483283,1.831332042937958,1.1430973085584164,28.299968980118575,-8.277633668301048,14.712149063244874,inner race
3.599049,2.444384,2.8728135,0.5352699227582909,2.90997299359281,0.40953399749044483,-1.9884859431815307,1.01293487850597,1.236798076107373,inner race
19.83259,-17.36663,-0.21915393588497215,1.8423724229883527,1.8552611216499257,0.7345960658563564,22.63216091349259,-8.46556149748413,10.689918399390825,inner race
19.75016,-26.5883,-0.214431093130071,1.6856462905485805,1.6991391185678861,0.7279038766165847,33.22060684975048,-7.923940011522542,11.623627391173454,inner race
20.386,-24.28926,-0.21983202133713273,1.8905892447402,1.9032244708316526,0.8014944793282335,27.975199932498864,-8.657630763959004,10.711295652420821,inner race
18.63198,-19.27896,-0.2193862356979028,1.8396950687147107,1.8526301789567163,0.9414055521712471,23.696732610549326,-8.444605346653598,10.057042258964143,inner race
18.48577,-24.78907,-0.22061130806968868,1.7967033872651221,1.8100993898735873,1.0354349774866558,30.726186321628255,-8.20492569357232,10.212571808717641,inner race
22.71337,-22.32388,-0.2270646343626652,1.8195448918294868,1.8335594697939879,0.827155989006482,27.039528012301776,-8.07505525878348,12.387582935912079,inner race
20.95988,-18.47132,-0.2207771885892627,1.859493608325934,1.8724532998931753,0.9778648608622481,27.203413122749147,-8.481190071573547,11.193806543103518,inner race
22.97628,-23.66124,-0.23454439673091643,1.8296238229413608,1.844496884729381,1.079515121762042,30.888812363151665,-7.864169472551927,12.45666511568601,inner race
-1.264026,-2.428965,-1.7991735,0.5942200779758848,1.8713226362400739,-0.05188764097058946,-2.3714659666662037,-1.040101266631636,-0.6754719766227617,inner race
19.88281,-17.49451,-0.2199707863839465,1.5953598615141795,1.6103671089280385,0.9179353335435368,31.384834804398558,-7.320822621042207,12.346756146326937,inner race
20.44265,-17.05103,-0.22071062275099945,1.738896367576716,1.752753111825355,1.1170120353771849,27.700981541848655,-7.941408030019334,11.663165714600034,inner race
21.43051,-15.88683,-0.2253631025311087,1.7371155381475096,1.7515790909508449,1.3827544795838729,28.517692969614725,-7.7722531828787735,12.234965643696082,inner race
20.11251,-15.99298,-0.21505781086020753,1.680582730647476,1.6941958777261694,1.2322721428605297,30.080559120428376,-7.877862566114538,11.871419512006838,inner race
20.13522,-16.01296,-0.22146695120751503,1.6224985603502928,1.6374558439406652,1.4124519860059992,32.89598507846867,-7.393680343783509,12.296649142943007,inner race
21.34913,-16.06899,-0.22574101932537413,1.8148214932401354,1.8287089169533879,1.5484750077328393,30.84676405737475,-8.100915475700761,11.674427680687122,inner race
22.7577,-20.63412,-0.2153855397982523,1.8387694574062132,1.851241403455411,1.430920102083623,31.51546328437881,-8.595012484075927,12.293210360097772,inner race
23.05896,-14.92954,-0.21031348435392574,1.6636207845058262,1.6767717697596871,1.4947543265631162,33.99700996388648,-7.9727259282050325,13.751996792804295,inner race
0.8563227,-0.9445921,0.047389572500000005,0.7585196219991225,0.6586044217130655,-0.2439143955360942,-1.94063086571693,13.89766539280483,1.300207942383166,inner race
22.70575,-19.83594,-0.21355249955401967,1.8863386984760437,1.8982859862128374,0.9427002275851027,35.9233410142515,-8.889083434645784,11.961185071644,inner race
23.72603,-22.08502,-0.21319230247099946,2.050789805575769,2.061729951262522,1.0967814094247448,32.827512883369494,-9.670752308437491,11.507826224026633,inner race
27.38168,-20.09009,-0.1961056354933184,1.9914284533855806,2.0009526537532953,1.092528569586101,34.94084889057894,-10.203442898108202,13.68432178974285,inner race
23.77163,-20.37506,-0.2159573685940819,1.890049028934434,1.9022441263815058,1.104824348857275,37.47383183890926,-8.8084242680184,12.496624208386418,inner race
22.68901,-24.31645,-0.20584785584258328,2.0431273690105196,2.0533598855720903,1.8788730403256306,38.18099228131436,-9.97513370818078,11.049699645651046,inner race
24.52143,-18.41139,-0.21131647435588533,2.2061517405666424,2.2161291751951095,1.0815436268360041,30.370929693560754,-10.487252269138517,11.064982255757323,inner race
22.85334,-20.82365,-0.20294039156172583,2.10121502031255,2.1108782775320134,1.342319711859436,33.64215010638531,-10.401469423054573,10.826460361664983,inner race
23.59892,-19.85788,-0.218452961932793,1.9111496456516022,1.9234904998735745,1.4873757160472618,39.99528307682903,-8.805055710186872,12.268799872705943,inner race
0.38239,-0.4233313,-0.02104597500000001,0.45378903001442106,0.3935559628372724,0.0001450591918534262,-2.436040625068447,-18.699820884386313,0.9716280176349678,inner race
26.69339,-26.88561,-0.20764252628244678,2.03578133675185,2.0462327278814296,0.3498253242812222,43.402215644546516,-9.854593683270986,13.045138823303372,inner race
24.26138,-24.86624,-0.20683781700680065,1.9982575714869406,2.008825290014733,1.167050220199602,33.425330209542686,-9.712079343540376,12.077396735592702,inner race
25.2441,-25.82053,-0.20462719885516112,2.142039331380857,2.1516746046883974,0.41416526406153437,31.96633503996936,-10.515095826588489,11.732303734493263,inner race
24.4305,-23.56613,-0.20315370120065865,2.0413346918963913,2.0513077741694175,0.7304119105198758,32.34228183254695,-10.097319231921366,11.909719403219247,inner race
25.12327,-20.42813,-0.2009924285525942,1.9452083559720579,1.955459075611331,0.9918128690632334,35.06051601907786,-9.729018598825682,12.847760565966214,inner race
23.21293,-25.38418,-0.2017755308638722,2.129913274620087,2.139333633949494,0.6148576099186892,33.078810276048344,-10.602542462855888,10.850542258406815,inner race
24.69897,-22.34593,-0.1992313059057564,1.9768891103345885,1.986795607846612,0.9113097619956128,31.989590934641768,-9.972306304042588,12.431560600624627,inner race
22.99545,-25.34731,-0.2030366712138853,2.01800672580163,2.028085356342713,0.6542902430363966,36.361715925824804,-9.988763823882156,11.338502064562094,inner race
-0.122098,-0.6018637,-0.298406075,0.21363712175519145,0.35110796123242133,-0.535070938024565,-1.8439786054329443,-1.1766113046874844,-0.3477505880852851,inner race
21.1326,-19.509,-0.18838743028455054,1.821918913292911,1.831533721756318,0.9639899755663454,33.38672860943035,-9.722165215534128,11.53819869597337,inner race
21.79628,-24.17159,-0.1908542081128782,2.0425805023726165,2.051366548280792,0.7854874909506846,30.399434979081946,-10.748343295986109,10.6252488217023,inner race
22.15507,-20.76678,-0.19746045870872747,2.079485516059324,2.088726479374438,0.6627242250526144,30.448594411282016,-10.577948076457695,10.606975216130415,inner race
22.69946,-22.12629,-0.2053775888992605,1.9445004478553976,1.955210714581529,0.20327084122132433,32.85611740024525,-9.52007823765317,11.6097256580646,inner race
21.95814,-23.884,-0.18804178675085853,1.904063289449231,1.9132225995374534,0.7307076251893735,35.67086112792673,-10.17445447948403,11.47704402263943,inner race
21.85717,-21.89049,-0.19611103065042054,1.9500974241902462,1.9598275719735527,0.8123524456680529,28.474855312847936,-9.99345914135274,11.152598479870226,inner race
20.09503,-25.5854,-0.19642359208877117,2.0879798757999186,2.0970851160423623,0.547635683404803,29.173634698900557,-10.676340320131255,9.58236260716185,inner race
22.35369,-23.19172,-0.19729717812972145,1.7962634638901898,1.8069687797578018,0.5637815963769855,38.279196015109264,-9.158614415507419,12.37082247928832,inner race
0.7603007,-1.077655,0.002654875000000001,0.77370816947821,0.6700561894343321,-0.44054508053732244,-1.818657346474413,252.3870952245706,1.1346820042687065,inner race
